Session: 320,Game:,Wingman,User:,Survivor3
Game No.:,0
Day:,15,Month:,Feb,Year:,2017
Track:,Forest,Speed:,fast,Time:,30 (sec),
Target Angle:,42,Angle Incr:,1

BASIC DATA
Ring Num,Score,Arm Angle,Assisted
0,0,0.000,False
1,0,64.742,False
2,0,53.798,True
3,9,40.221,True
4,8,39.987,True
5,0,29.126,True
6,0,26.487,False
7,0,19.157,True
8,0,69.842,True
9,1,51.008,True
10,6,37.004,True
11,3,34.494,True
12,0,24.061,True
13,0,22.154,False

RAW DATA
BodyDepth, CentralPont (X | Y | Z),RightHand (X | Y | Z),LeftHand (X | Y | Z),RightElbow (X | Y | Z),LeftElbow (X | Y | Z),LeftAngle,RightAngle,Time,RingNumber,AchievementID
0.023,-0.006 | 6.662 | 0.037,0.025 | 6.503 | 0.090,0.043 | 6.513 | 0.083,0.210 | 6.583 | -0.028,-0.177 | 6.544 | 0.014,14.161,20.330,2017-02-15 11:44:14,7,316
0.023,-0.005 | 6.662 | 0.037,0.023 | 6.498 | 0.091,0.044 | 6.512 | 0.083,0.206 | 6.581 | -0.028,-0.177 | 6.544 | 0.013,14.620,18.738,2017-02-15 11:44:14,7,316
0.023,-0.005 | 6.662 | 0.037,0.028 | 6.494 | 0.090,0.044 | 6.512 | 0.083,0.208 | 6.583 | -0.029,-0.176 | 6.544 | 0.013,14.774,19.157,2017-02-15 11:44:14,7,316
0.023,-0.004 | 6.662 | 0.037,0.151 | 6.487 | 0.037,0.045 | 6.512 | 0.085,0.290 | 6.654 | -0.048,-0.174 | 6.543 | 0.011,14.686,47.297,2017-02-15 11:44:14,8,316
0.023,-0.002 | 6.661 | 0.037,0.136 | 6.582 | 0.034,0.051 | 6.511 | 0.086,0.320 | 6.702 | -0.046,-0.165 | 6.543 | 0.005,13.351,61.338,2017-02-15 11:44:14,8,316
0.023,-0.001 | 6.661 | 0.036,0.034 | 6.547 | 0.059,0.055 | 6.508 | 0.082,0.244 | 6.603 | -0.028,-0.161 | 6.543 | 0.002,13.039,27.641,2017-02-15 11:44:15,8,316
0.023,0.000 | 6.661 | 0.036,0.033 | 6.513 | 0.087,0.053 | 6.505 | 0.075,0.224 | 6.590 | -0.023,-0.167 | 6.543 | 0.007,14.744,21.489,2017-02-15 11:44:15,8,316
0.023,-0.001 | 6.661 | 0.036,0.029 | 6.516 | 0.119,0.028 | 6.515 | 0.086,0.194 | 6.577 | -0.034,-0.191 | 6.547 | 0.012,19.912,14.052,2017-02-15 11:44:15,8,316
0.023,-0.002 | 6.661 | 0.037,0.000 | 6.522 | 0.115,-0.013 | 6.502 | 0.114,0.172 | 6.568 | -0.035,-0.207 | 6.558 | -0.003,22.183,10.124,2017-02-15 11:44:15,8,316
0.024,-0.004 | 6.661 | 0.038,-0.005 | 6.519 | 0.113,-0.002 | 6.519 | 0.088,0.171 | 6.565 | -0.033,-0.208 | 6.564 | -0.011,21.405,10.740,2017-02-15 11:44:16,8,316
0.024,-0.004 | 6.661 | 0.038,0.044 | 6.504 | 0.110,0.021 | 6.539 | 0.083,0.211 | 6.579 | -0.035,-0.196 | 6.557 | 0.000,17.387,22.216,2017-02-15 11:44:16,8,316
0.024,-0.004 | 6.661 | 0.038,0.110 | 6.497 | 0.077,0.045 | 6.536 | 0.090,0.263 | 6.620 | -0.049,-0.175 | 6.547 | 0.014,13.078,38.428,2017-02-15 11:44:16,8,316
0.026,-0.002 | 6.660 | 0.040,0.175 | 6.564 | 0.014,0.052 | 6.517 | 0.096,0.312 | 6.724 | -0.086,-0.164 | 6.541 | 0.011,12.644,68.261,2017-02-15 11:44:16,8,316
0.027,-0.001 | 6.660 | 0.041,0.163 | 6.583 | 0.012,0.052 | 6.512 | 0.095,0.315 | 6.731 | -0.085,-0.163 | 6.540 | 0.008,12.872,69.842,2017-02-15 11:44:16,8,316
0.026,0.001 | 6.660 | 0.041,0.153 | 6.590 | 0.014,0.054 | 6.507 | 0.090,0.320 | 6.726 | -0.076,-0.160 | 6.538 | 0.005,13.206,68.574,2017-02-15 11:44:16,9,316
0.026,0.002 | 6.660 | 0.041,0.120 | 6.579 | 0.030,0.055 | 6.505 | 0.088,0.309 | 6.681 | -0.061,-0.160 | 6.537 | 0.003,13.527,55.942,2017-02-15 11:44:17,9,316
0.026,0.002 | 6.660 | 0.041,0.044 | 6.548 | 0.074,0.052 | 6.504 | 0.085,0.246 | 6.598 | -0.031,-0.164 | 6.538 | 0.005,14.797,28.017,2017-02-15 11:44:17,9,316
0.026,0.001 | 6.660 | 0.041,0.027 | 6.514 | 0.128,0.039 | 6.531 | 0.089,0.200 | 6.572 | -0.017,-0.180 | 6.540 | 0.011,18.260,14.847,2017-02-15 11:44:17,9,316
0.024,0.000 | 6.660 | 0.039,0.036 | 6.520 | 0.134,0.015 | 6.555 | 0.109,0.200 | 6.572 | -0.023,-0.193 | 6.547 | 0.003,19.765,16.171,2017-02-15 11:44:17,9,316
0.022,-0.001 | 6.661 | 0.037,0.030 | 6.532 | 0.131,-0.002 | 6.551 | 0.122,0.199 | 6.570 | -0.024,-0.196 | 6.553 | -0.007,19.368,16.884,2017-02-15 11:44:18,9,316
0.021,-0.002 | 6.661 | 0.037,0.071 | 6.510 | 0.113,0.009 | 6.551 | 0.110,0.239 | 6.590 | -0.027,-0.193 | 6.553 | -0.005,18.241,28.805,2017-02-15 11:44:18,9,316
0.022,-0.002 | 6.661 | 0.037,0.097 | 6.521 | 0.094,0.029 | 6.555 | 0.108,0.267 | 6.614 | -0.034,-0.181 | 6.547 | 0.007,14.978,38.234,2017-02-15 11:44:18,9,316
0.023,-0.002 | 6.661 | 0.038,0.164 | 6.551 | 0.064,0.040 | 6.544 | 0.113,0.306 | 6.683 | -0.065,-0.171 | 6.542 | 0.014,13.173,58.257,2017-02-15 11:44:18,9,316
0.024,-0.002 | 6.660 | 0.039,0.064 | 6.561 | 0.101,0.042 | 6.536 | 0.115,0.244 | 6.601 | -0.042,-0.169 | 6.540 | 0.016,13.276,29.907,2017-02-15 11:44:18,9,316
0.024,-0.002 | 6.660 | 0.039,0.149 | 6.532 | 0.074,0.042 | 6.534 | 0.116,0.299 | 6.660 | -0.050,-0.169 | 6.540 | 0.016,13.456,51.008,2017-02-15 11:44:19,9,316
0.024,-0.002 | 6.660 | 0.038,0.142 | 6.571 | 0.085,0.041 | 6.534 | 0.115,0.306 | 6.670 | -0.048,-0.169 | 6.540 | 0.015,13.654,54.067,2017-02-15 11:44:19,10,316
0.023,-0.002 | 6.661 | 0.038,0.108 | 6.562 | 0.078,0.041 | 6.533 | 0.115,0.287 | 6.644 | -0.049,-0.169 | 6.541 | 0.014,13.689,45.109,2017-02-15 11:44:19,10,316
0.024,-0.002 | 6.660 | 0.039,0.055 | 6.546 | 0.116,0.038 | 6.532 | 0.114,0.233 | 6.592 | -0.028,-0.173 | 6.540 | 0.016,14.643,25.525,2017-02-15 11:44:19,10,316
0.026,-0.004 | 6.660 | 0.040,0.018 | 6.516 | 0.113,0.016 | 6.529 | 0.109,0.187 | 6.574 | -0.036,-0.196 | 6.544 | 0.014,20.136,13.642,2017-02-15 11:44:19,10,316
0.026,-0.005 | 6.660 | 0.041,-0.018 | 6.523 | 0.102,-0.006 | 6.504 | 0.099,0.166 | 6.565 | -0.034,-0.212 | 6.552 | 0.001,23.186,9.104,2017-02-15 11:44:20,10,316
0.025,-0.005 | 6.660 | 0.040,0.029 | 6.494 | 0.102,0.001 | 6.517 | 0.087,0.204 | 6.574 | -0.028,-0.210 | 6.555 | -0.004,21.911,20.033,2017-02-15 11:44:20,10,316
0.024,-0.005 | 6.660 | 0.040,0.113 | 6.507 | 0.079,0.037 | 6.532 | 0.092,0.284 | 6.629 | -0.023,-0.181 | 6.545 | 0.010,14.337,44.629,2017-02-15 11:44:20,10,316
0.025,-0.003 | 6.660 | 0.040,0.078 | 6.530 | 0.054,0.052 | 6.512 | 0.099,0.275 | 6.623 | -0.030,-0.164 | 6.538 | 0.016,12.043,39.727,2017-02-15 11:44:20,10,316
0.025,-0.002 | 6.660 | 0.040,0.074 | 6.516 | 0.057,0.052 | 6.501 | 0.101,0.262 | 6.615 | -0.041,-0.162 | 6.535 | 0.015,12.700,34.875,2017-02-15 11:44:20,10,316
0.025,-0.001 | 6.659 | 0.041,0.075 | 6.519 | 0.080,0.051 | 6.498 | 0.100,0.256 | 6.608 | -0.036,-0.163 | 6.535 | 0.014,13.384,32.475,2017-02-15 11:44:21,10,316
0.025,-0.001 | 6.659 | 0.041,0.105 | 6.525 | 0.095,0.050 | 6.498 | 0.099,0.269 | 6.621 | -0.041,-0.164 | 6.535 | 0.013,13.690,37.004,2017-02-15 11:44:21,10,316
0.025,-0.001 | 6.660 | 0.040,0.062 | 6.528 | 0.086,0.049 | 6.498 | 0.099,0.247 | 6.601 | -0.035,-0.164 | 6.535 | 0.013,13.856,29.281,2017-02-15 11:44:21,11,316
0.024,-0.001 | 6.660 | 0.039,0.060 | 6.514 | 0.085,0.048 | 6.499 | 0.098,0.242 | 6.598 | -0.034,-0.166 | 6.536 | 0.012,14.176,27.601,2017-02-15 11:44:21,11,316
0.023,-0.001 | 6.660 | 0.038,0.065 | 6.511 | 0.086,0.045 | 6.499 | 0.095,0.244 | 6.600 | -0.034,-0.169 | 6.538 | 0.012,14.923,28.150,2017-02-15 11:44:21,11,316
0.023,-0.003 | 6.661 | 0.038,0.055 | 6.519 | 0.104,0.027 | 6.501 | 0.092,0.228 | 6.593 | -0.034,-0.187 | 6.543 | 0.011,18.846,23.942,2017-02-15 11:44:22,11,316
0.026,-0.005 | 6.660 | 0.040,0.009 | 6.535 | 0.120,0.006 | 6.517 | 0.096,0.184 | 6.573 | -0.030,-0.204 | 6.550 | 0.001,21.928,12.918,2017-02-15 11:44:22,11,316
0.027,-0.006 | 6.659 | 0.042,0.006 | 6.519 | 0.111,0.004 | 6.523 | 0.094,0.185 | 6.569 | -0.029,-0.206 | 6.552 | -0.003,21.552,14.024,2017-02-15 11:44:22,11,316
0.026,-0.006 | 6.659 | 0.041,0.055 | 6.488 | 0.094,0.016 | 6.525 | 0.094,0.223 | 6.586 | -0.033,-0.197 | 6.548 | 0.002,18.855,25.274,2017-02-15 11:44:22,11,316
0.025,-0.005 | 6.660 | 0.040,0.090 | 6.496 | 0.079,0.032 | 6.518 | 0.098,0.256 | 6.611 | -0.038,-0.184 | 6.544 | 0.012,15.627,35.215,2017-02-15 11:44:22,11,316
0.025,-0.004 | 6.660 | 0.039,0.087 | 6.516 | 0.066,0.039 | 6.511 | 0.102,0.266 | 6.623 | -0.040,-0.174 | 6.543 | 0.014,14.457,37.386,2017-02-15 11:44:23,11,316
0.024,-0.003 | 6.660 | 0.039,0.078 | 6.520 | 0.065,0.041 | 6.507 | 0.103,0.261 | 6.620 | -0.039,-0.171 | 6.543 | 0.013,14.283,35.208,2017-02-15 11:44:23,11,316
0.024,-0.003 | 6.660 | 0.038,0.076 | 6.519 | 0.065,0.041 | 6.506 | 0.103,0.259 | 6.619 | -0.039,-0.171 | 6.543 | 0.013,14.342,34.494,2017-02-15 11:44:23,11,316
0.024,-0.003 | 6.660 | 0.038,0.075 | 6.518 | 0.065,0.041 | 6.506 | 0.103,0.258 | 6.618 | -0.039,-0.171 | 6.543 | 0.013,14.519,33.900,2017-02-15 11:44:23,12,316
0.024,-0.002 | 6.660 | 0.038,0.076 | 6.517 | 0.074,0.041 | 6.505 | 0.103,0.255 | 6.616 | -0.039,-0.171 | 6.543 | 0.013,14.616,32.914,2017-02-15 11:44:23,12,316
0.025,-0.003 | 6.660 | 0.038,0.063 | 6.522 | 0.108,0.037 | 6.504 | 0.102,0.226 | 6.597 | -0.040,-0.175 | 6.544 | 0.012,15.499,23.903,2017-02-15 11:44:24,12,316
0.024,-0.004 | 6.660 | 0.038,0.011 | 6.527 | 0.109,0.008 | 6.512 | 0.099,0.180 | 6.578 | -0.043,-0.195 | 6.554 | -0.007,19.853,11.884,2017-02-15 11:44:24,12,316
0.024,-0.006 | 6.660 | 0.038,-0.009 | 6.549 | 0.104,-0.001 | 6.527 | 0.093,0.174 | 6.573 | -0.038,-0.203 | 6.561 | -0.018,20.567,11.444,2017-02-15 11:44:24,12,316
0.024,-0.007 | 6.660 | 0.038,0.020 | 6.522 | 0.108,0.011 | 6.533 | 0.081,0.194 | 6.578 | -0.037,-0.200 | 6.559 | -0.013,18.942,17.474,2017-02-15 11:44:24,12,316
0.025,-0.008 | 6.660 | 0.039,0.073 | 6.477 | 0.094,0.047 | 6.545 | 0.067,0.229 | 6.595 | -0.031,-0.180 | 6.548 | 0.013,13.290,27.736,2017-02-15 11:44:24,12,316
0.025,-0.007 | 6.660 | 0.039,0.065 | 6.486 | 0.078,0.058 | 6.536 | 0.071,0.237 | 6.602 | -0.028,-0.169 | 6.543 | 0.019,11.650,28.932,2017-02-15 11:44:25,12,316
0.025,-0.007 | 6.660 | 0.039,0.053 | 6.493 | 0.076,0.057 | 6.530 | 0.073,0.232 | 6.601 | -0.027,-0.169 | 6.542 | 0.015,12.521,26.532,2017-02-15 11:44:25,12,316
0.025,-0.007 | 6.661 | 0.038,0.046 | 6.496 | 0.076,0.055 | 6.529 | 0.072,0.227 | 6.599 | -0.028,-0.170 | 6.542 | 0.012,13.174,24.690,2017-02-15 11:44:25,12,316
0.024,-0.007 | 6.661 | 0.038,0.044 | 6.496 | 0.076,0.054 | 6.528 | 0.071,0.225 | 6.598 | -0.029,-0.170 | 6.543 | 0.010,13.420,24.061,2017-02-15 11:44:25,12,316
0.024,-0.007 | 6.661 | 0.038,0.042 | 6.496 | 0.077,0.054 | 6.527 | 0.070,0.223 | 6.598 | -0.029,-0.170 | 6.543 | 0.009,13.633,23.370,2017-02-15 11:44:25,13,316
0.025,-0.007 | 6.661 | 0.038,0.032 | 6.495 | 0.087,0.054 | 6.527 | 0.069,0.212 | 6.591 | -0.026,-0.171 | 6.542 | 0.009,13.896,19.981,2017-02-15 11:44:26,13,316
0.026,-0.008 | 6.660 | 0.040,0.034 | 6.500 | 0.113,0.043 | 6.520 | 0.073,0.186 | 6.586 | -0.041,-0.182 | 6.542 | 0.015,16.314,13.665,2017-02-15 11:44:26,13,316
0.027,-0.009 | 6.660 | 0.041,0.012 | 6.542 | 0.127,-0.004 | 6.545 | 0.127,0.163 | 6.579 | -0.046,-0.202 | 6.549 | 0.004,20.363,8.467,2017-02-15 11:44:26,13,316
0.026,-0.010 | 6.660 | 0.040,0.012 | 6.526 | 0.116,-0.004 | 6.537 | 0.111,0.180 | 6.578 | -0.037,-0.206 | 6.555 | -0.005,20.414,13.750,2017-02-15 11:44:26,13,316
0.025,-0.009 | 6.660 | 0.039,0.094 | 6.506 | 0.097,0.018 | 6.541 | 0.107,0.252 | 6.615 | -0.035,-0.191 | 6.549 | 0.003,16.229,35.349,2017-02-15 11:44:27,13,316
0.026,-0.007 | 6.660 | 0.039,0.073 | 6.528 | 0.083,0.034 | 6.532 | 0.115,0.251 | 6.615 | -0.040,-0.174 | 6.543 | 0.011,13.977,33.220,2017-02-15 11:44:27,13,316
0.026,-0.005 | 6.660 | 0.039,0.064 | 6.525 | 0.100,0.035 | 6.524 | 0.119,0.232 | 6.602 | -0.042,-0.171 | 6.542 | 0.011,14.531,26.016,2017-02-15 11:44:27,13,316
0.026,-0.005 | 6.660 | 0.039,0.044 | 6.520 | 0.086,0.034 | 6.523 | 0.119,0.223 | 6.598 | -0.042,-0.172 | 6.542 | 0.011,14.971,23.059,2017-02-15 11:44:27,13,316
0.026,-0.005 | 6.660 | 0.039,0.039 | 6.518 | 0.082,0.034 | 6.522 | 0.118,0.220 | 6.597 | -0.042,-0.172 | 6.542 | 0.011,15.100,22.276,2017-02-15 11:44:27,13,316
0.026,-0.005 | 6.660 | 0.039,0.039 | 6.518 | 0.083,0.033 | 6.522 | 0.118,0.220 | 6.597 | -0.041,-0.173 | 6.542 | 0.011,15.140,22.154,2017-02-15 11:44:28,13,316
0.025,-0.005 | 6.660 | 0.038,0.052 | 6.512 | 0.104,0.033 | 6.520 | 0.117,0.217 | 6.594 | -0.038,-0.173 | 6.542 | 0.011,15.255,21.270,2017-02-15 11:44:28,14,316
0.025,-0.006 | 6.660 | 0.038,0.059 | 6.504 | 0.136,0.031 | 6.518 | 0.116,0.204 | 6.585 | -0.028,-0.176 | 6.542 | 0.010,15.572,17.372,2017-02-15 11:44:28,14,316
