Session: 318,Game:,Wingman,User:,Survivor3
Game No.:,0
Day:,15,Month:,Feb,Year:,2017
Track:,Forest,Speed:,fast,Time:,30 (sec),
Target Angle:,43,Angle Incr:,1

BASIC DATA
Ring Num,Score,Arm Angle,Assisted
0,0,0.000,False
1,0,59.609,True
2,0,18.076,False
3,0,54.697,True
4,4,49.148,False
5,0,55.338,False
6,0,21.320,False
7,0,16.879,False
8,7,46.795,False
9,3,50.219,True
10,0,57.314,False
11,10,42.893,True
12,8,45.280,True
13,0,30.911,False

RAW DATA
BodyDepth, CentralPont (X | Y | Z),RightHand (X | Y | Z),LeftHand (X | Y | Z),RightElbow (X | Y | Z),LeftElbow (X | Y | Z),LeftAngle,RightAngle,Time,RingNumber,AchievementID
0.156,-0.014 | 6.634 | 0.170,0.124 | 6.471 | 0.180,-0.134 | 6.301 | 0.095,0.284 | 6.611 | 0.084,-0.182 | 6.525 | 0.135,10.140,56.179,2017-02-15 11:30:27,8,314
0.155,-0.015 | 6.635 | 0.169,0.112 | 6.480 | 0.171,-0.162 | 6.295 | 0.108,0.285 | 6.612 | 0.087,-0.183 | 6.525 | 0.135,10.169,56.022,2017-02-15 11:30:28,8,314
0.155,-0.015 | 6.635 | 0.168,0.109 | 6.481 | 0.170,-0.171 | 6.294 | 0.110,0.285 | 6.611 | 0.090,-0.183 | 6.525 | 0.134,10.206,55.426,2017-02-15 11:30:28,8,314
0.154,-0.015 | 6.635 | 0.167,0.140 | 6.464 | 0.200,-0.153 | 6.297 | 0.097,0.284 | 6.610 | 0.089,-0.183 | 6.525 | 0.133,10.260,54.988,2017-02-15 11:30:28,8,314
0.154,-0.015 | 6.636 | 0.167,0.129 | 6.453 | 0.204,-0.080 | 6.319 | 0.159,0.259 | 6.594 | 0.071,-0.183 | 6.526 | 0.132,10.527,46.795,2017-02-15 11:30:28,8,314
0.154,-0.015 | 6.636 | 0.167,0.129 | 6.453 | 0.204,-0.080 | 6.319 | 0.159,0.259 | 6.594 | 0.071,-0.183 | 6.526 | 0.132,10.527,46.795,2017-02-15 11:30:28,8,314
0.154,-0.015 | 6.636 | 0.167,0.101 | 6.430 | 0.195,0.016 | 6.441 | 0.191,0.220 | 6.573 | 0.055,-0.190 | 6.529 | 0.126,12.235,34.404,2017-02-15 11:30:28,9,314
0.155,-0.013 | 6.635 | 0.168,0.093 | 6.415 | 0.181,0.010 | 6.443 | 0.177,0.220 | 6.567 | 0.058,-0.198 | 6.534 | 0.122,14.412,34.198,2017-02-15 11:30:29,9,314
0.155,-0.012 | 6.635 | 0.168,0.113 | 6.424 | 0.180,0.012 | 6.446 | 0.175,0.254 | 6.577 | 0.075,-0.196 | 6.535 | 0.122,14.483,43.737,2017-02-15 11:30:29,9,314
0.155,-0.013 | 6.635 | 0.168,0.132 | 6.446 | 0.193,0.021 | 6.451 | 0.175,0.274 | 6.595 | 0.084,-0.193 | 6.531 | 0.126,13.193,50.960,2017-02-15 11:30:29,9,314
0.154,-0.016 | 6.636 | 0.168,0.140 | 6.462 | 0.202,0.027 | 6.455 | 0.172,0.280 | 6.608 | 0.086,-0.191 | 6.527 | 0.132,11.863,54.546,2017-02-15 11:30:29,9,314
0.153,-0.019 | 6.637 | 0.167,0.139 | 6.469 | 0.204,0.029 | 6.457 | 0.169,0.278 | 6.614 | 0.085,-0.192 | 6.525 | 0.134,11.253,55.143,2017-02-15 11:30:29,9,314
0.153,-0.022 | 6.637 | 0.166,0.131 | 6.487 | 0.194,0.038 | 6.446 | 0.200,0.281 | 6.628 | 0.085,-0.183 | 6.517 | 0.176,8.193,58.463,2017-02-15 11:30:30,9,314
0.157,-0.023 | 6.637 | 0.170,0.154 | 6.517 | 0.229,0.055 | 6.470 | 0.274,0.281 | 6.647 | 0.083,-0.171 | 6.517 | 0.243,7.294,57.990,2017-02-15 11:30:30,9,314
0.160,-0.027 | 6.636 | 0.172,0.165 | 6.536 | 0.246,0.062 | 6.552 | 0.290,0.280 | 6.655 | 0.082,-0.168 | 6.520 | 0.269,6.026,60.099,2017-02-15 11:30:30,9,314
0.161,-0.028 | 6.636 | 0.173,0.147 | 6.531 | 0.241,0.037 | 6.420 | 0.281,0.268 | 6.642 | 0.076,-0.174 | 6.514 | 0.249,7.284,55.211,2017-02-15 11:30:30,9,314
0.161,-0.025 | 6.636 | 0.173,0.131 | 6.506 | 0.231,0.021 | 6.412 | 0.250,0.260 | 6.624 | 0.077,-0.186 | 6.510 | 0.206,10.492,50.219,2017-02-15 11:30:30,9,314
0.159,-0.022 | 6.636 | 0.172,0.112 | 6.475 | 0.220,0.012 | 6.425 | 0.215,0.250 | 6.603 | 0.082,-0.200 | 6.514 | 0.176,13.950,44.660,2017-02-15 11:30:31,10,314
0.156,-0.020 | 6.635 | 0.168,0.072 | 6.388 | 0.198,-0.044 | 6.362 | 0.173,0.184 | 6.551 | 0.075,-0.210 | 6.523 | 0.142,16.359,22.818,2017-02-15 11:30:31,10,314
0.151,0.002 | 6.625 | 0.164,0.092 | 6.322 | 0.148,-0.112 | 6.308 | 0.128,0.182 | 6.520 | 0.063,-0.174 | 6.532 | 0.107,11.909,18.621,2017-02-15 11:30:31,10,314
0.143,0.004 | 6.625 | 0.158,0.108 | 6.316 | 0.129,-0.101 | 6.306 | 0.116,0.193 | 6.520 | 0.054,-0.167 | 6.528 | 0.093,11.441,21.384,2017-02-15 11:30:31,10,314
0.139,0.002 | 6.627 | 0.155,0.106 | 6.327 | 0.137,-0.066 | 6.329 | 0.145,0.196 | 6.523 | 0.050,-0.173 | 6.529 | 0.088,12.593,22.950,2017-02-15 11:30:31,10,314
0.141,-0.003 | 6.629 | 0.157,0.100 | 6.364 | 0.162,-0.140 | 6.306 | 0.153,0.207 | 6.537 | 0.049,-0.185 | 6.529 | 0.103,14.619,27.175,2017-02-15 11:30:32,10,314
0.144,-0.023 | 6.636 | 0.159,0.109 | 6.407 | 0.177,-0.016 | 6.400 | 0.184,0.221 | 6.573 | 0.057,-0.211 | 6.522 | 0.144,15.588,36.856,2017-02-15 11:30:32,10,314
0.149,-0.026 | 6.638 | 0.163,0.138 | 6.457 | 0.219,0.020 | 6.451 | 0.203,0.241 | 6.598 | 0.065,-0.200 | 6.520 | 0.173,11.437,45.408,2017-02-15 11:30:32,10,314
0.153,-0.024 | 6.638 | 0.167,0.160 | 6.492 | 0.239,0.043 | 6.443 | 0.225,0.257 | 6.616 | 0.068,-0.174 | 6.517 | 0.186,5.704,50.715,2017-02-15 11:30:32,10,314
0.155,-0.022 | 6.638 | 0.168,0.172 | 6.511 | 0.238,0.052 | 6.432 | 0.236,0.268 | 6.633 | 0.064,-0.162 | 6.515 | 0.191,3.567,55.218,2017-02-15 11:30:32,10,314
0.155,-0.020 | 6.637 | 0.169,0.174 | 6.521 | 0.234,0.054 | 6.428 | 0.240,0.273 | 6.642 | 0.061,-0.157 | 6.514 | 0.191,3.251,57.314,2017-02-15 11:30:33,10,314
0.155,-0.020 | 6.637 | 0.169,0.174 | 6.521 | 0.234,0.054 | 6.428 | 0.240,0.273 | 6.642 | 0.061,-0.157 | 6.514 | 0.191,3.251,57.314,2017-02-15 11:30:33,10,314
0.155,-0.019 | 6.637 | 0.169,0.173 | 6.523 | 0.233,0.055 | 6.427 | 0.240,0.275 | 6.643 | 0.061,-0.156 | 6.513 | 0.190,3.301,57.426,2017-02-15 11:30:33,11,314
0.155,-0.018 | 6.637 | 0.169,0.150 | 6.506 | 0.228,0.055 | 6.427 | 0.237,0.263 | 6.624 | 0.062,-0.156 | 6.513 | 0.188,3.729,50.894,2017-02-15 11:30:33,11,314
0.152,-0.018 | 6.636 | 0.166,0.102 | 6.409 | 0.193,-0.034 | 6.338 | 0.193,0.206 | 6.570 | 0.060,-0.184 | 6.515 | 0.171,10.657,29.020,2017-02-15 11:30:33,11,314
0.137,-0.018 | 6.633 | 0.150,0.105 | 6.356 | 0.155,-0.153 | 6.306 | 0.179,0.186 | 6.548 | 0.049,-0.224 | 6.523 | 0.128,20.373,23.812,2017-02-15 11:30:33,11,314
0.129,-0.021 | 6.633 | 0.143,0.118 | 6.346 | 0.143,-0.220 | 6.336 | 0.203,0.190 | 6.543 | 0.041,-0.242 | 6.539 | 0.090,24.088,28.027,2017-02-15 11:30:34,11,314
0.124,-0.025 | 6.634 | 0.139,0.116 | 6.358 | 0.155,-0.207 | 6.368 | 0.215,0.202 | 6.544 | 0.043,-0.249 | 6.550 | 0.076,24.246,33.881,2017-02-15 11:30:34,11,314
0.103,-0.018 | 6.646 | 0.122,0.104 | 6.395 | 0.167,-0.112 | 6.412 | 0.212,0.220 | 6.552 | 0.040,-0.237 | 6.553 | 0.075,22.174,35.196,2017-02-15 11:30:34,11,314
0.072,-0.016 | 6.662 | 0.094,0.088 | 6.454 | 0.172,-0.047 | 6.472 | 0.184,0.236 | 6.572 | 0.036,-0.232 | 6.566 | 0.077,20.897,35.912,2017-02-15 11:30:34,11,314
0.062,-0.014 | 6.666 | 0.081,0.091 | 6.493 | 0.191,-0.010 | 6.491 | 0.193,0.250 | 6.585 | 0.047,-0.208 | 6.567 | 0.096,14.608,38.521,2017-02-15 11:30:35,11,314
0.064,-0.014 | 6.664 | 0.081,0.102 | 6.512 | 0.203,-0.003 | 6.488 | 0.209,0.264 | 6.596 | 0.057,-0.197 | 6.564 | 0.106,12.647,41.692,2017-02-15 11:30:35,11,314
0.055,-0.013 | 6.665 | 0.074,0.113 | 6.520 | 0.200,0.012 | 6.491 | 0.200,0.272 | 6.607 | 0.053,-0.188 | 6.561 | 0.103,11.845,42.893,2017-02-15 11:30:35,11,314
0.055,-0.013 | 6.665 | 0.074,0.113 | 6.520 | 0.200,0.012 | 6.491 | 0.200,0.272 | 6.607 | 0.053,-0.188 | 6.561 | 0.103,11.845,42.893,2017-02-15 11:30:35,11,314
0.052,-0.013 | 6.665 | 0.071,0.119 | 6.523 | 0.201,0.016 | 6.491 | 0.200,0.272 | 6.611 | 0.050,-0.185 | 6.559 | 0.103,11.711,42.601,2017-02-15 11:30:35,12,314
0.050,-0.014 | 6.665 | 0.068,0.118 | 6.522 | 0.200,0.015 | 6.489 | 0.202,0.270 | 6.610 | 0.047,-0.185 | 6.558 | 0.102,11.685,41.807,2017-02-15 11:30:35,12,314
0.050,-0.014 | 6.665 | 0.068,0.129 | 6.465 | 0.182,-0.002 | 6.456 | 0.198,0.254 | 6.596 | 0.037,-0.187 | 6.557 | 0.099,11.859,36.816,2017-02-15 11:30:36,12,314
0.050,-0.014 | 6.663 | 0.067,0.120 | 6.404 | 0.139,-0.127 | 6.358 | 0.162,0.224 | 6.575 | 0.019,-0.207 | 6.559 | 0.074,16.010,28.977,2017-02-15 11:30:36,12,314
0.048,-0.015 | 6.662 | 0.065,0.114 | 6.402 | 0.136,-0.144 | 6.375 | 0.164,0.224 | 6.571 | 0.018,-0.222 | 6.564 | 0.053,19.534,29.787,2017-02-15 11:30:36,12,314
0.053,-0.015 | 6.663 | 0.069,0.092 | 6.448 | 0.165,-0.058 | 6.463 | 0.181,0.234 | 6.575 | 0.031,-0.225 | 6.567 | 0.056,19.773,33.011,2017-02-15 11:30:36,12,314
0.060,-0.015 | 6.663 | 0.076,0.082 | 6.480 | 0.182,-0.026 | 6.476 | 0.182,0.242 | 6.581 | 0.045,-0.213 | 6.564 | 0.074,16.442,35.307,2017-02-15 11:30:36,12,314
0.064,-0.015 | 6.663 | 0.079,0.103 | 6.483 | 0.198,-0.008 | 6.479 | 0.186,0.252 | 6.588 | 0.053,-0.202 | 6.561 | 0.087,13.700,38.366,2017-02-15 11:30:37,12,314
0.066,-0.015 | 6.663 | 0.081,0.128 | 6.491 | 0.207,0.011 | 6.486 | 0.191,0.266 | 6.599 | 0.054,-0.191 | 6.559 | 0.100,10.991,42.652,2017-02-15 11:30:37,12,314
0.067,-0.015 | 6.663 | 0.081,0.124 | 6.505 | 0.200,0.017 | 6.486 | 0.195,0.272 | 6.606 | 0.051,-0.187 | 6.557 | 0.105,9.838,44.680,2017-02-15 11:30:37,12,314
0.067,-0.015 | 6.663 | 0.081,0.125 | 6.511 | 0.198,0.018 | 6.485 | 0.196,0.274 | 6.609 | 0.048,-0.185 | 6.557 | 0.107,9.558,45.280,2017-02-15 11:30:37,12,314
0.067,-0.014 | 6.663 | 0.081,0.134 | 6.514 | 0.203,0.020 | 6.485 | 0.197,0.275 | 6.611 | 0.045,-0.183 | 6.557 | 0.107,9.413,45.479,2017-02-15 11:30:37,13,314
0.068,-0.014 | 6.662 | 0.083,0.122 | 6.512 | 0.191,0.022 | 6.485 | 0.199,0.273 | 6.610 | 0.043,-0.181 | 6.555 | 0.107,9.090,44.713,2017-02-15 11:30:38,13,314
0.075,-0.015 | 6.659 | 0.092,0.086 | 6.469 | 0.175,-0.013 | 6.449 | 0.212,0.243 | 6.580 | 0.043,-0.195 | 6.548 | 0.106,12.637,35.733,2017-02-15 11:30:38,13,314
0.075,-0.015 | 6.658 | 0.093,0.063 | 6.435 | 0.168,-0.140 | 6.380 | 0.202,0.220 | 6.561 | 0.050,-0.230 | 6.557 | 0.080,21.666,29.436,2017-02-15 11:30:38,13,314
0.070,-0.019 | 6.657 | 0.089,0.046 | 6.414 | 0.155,-0.190 | 6.373 | 0.180,0.207 | 6.550 | 0.055,-0.243 | 6.563 | 0.056,24.051,27.207,2017-02-15 11:30:38,13,314
0.063,-0.025 | 6.656 | 0.081,0.042 | 6.397 | 0.141,-0.196 | 6.376 | 0.175,0.198 | 6.545 | 0.052,-0.246 | 6.562 | 0.044,23.633,26.540,2017-02-15 11:30:38,13,314
0.061,-0.026 | 6.656 | 0.079,0.043 | 6.391 | 0.136,-0.158 | 6.393 | 0.180,0.196 | 6.543 | 0.049,-0.244 | 6.560 | 0.042,22.533,26.426,2017-02-15 11:30:39,13,314
0.066,-0.022 | 6.658 | 0.085,0.046 | 6.397 | 0.146,-0.068 | 6.435 | 0.184,0.200 | 6.545 | 0.053,-0.227 | 6.553 | 0.062,18.839,26.554,2017-02-15 11:30:39,13,314
0.078,-0.017 | 6.658 | 0.095,0.070 | 6.469 | 0.200,0.021 | 6.489 | 0.194,0.231 | 6.571 | 0.067,-0.191 | 6.548 | 0.117,10.959,32.664,2017-02-15 11:30:39,13,314
0.086,-0.016 | 6.658 | 0.099,0.084 | 6.475 | 0.213,0.038 | 6.512 | 0.230,0.240 | 6.587 | 0.082,-0.156 | 6.538 | 0.103,4.921,32.431,2017-02-15 11:30:39,13,314
0.089,-0.013 | 6.656 | 0.104,0.095 | 6.461 | 0.237,-0.019 | 6.506 | 0.204,0.240 | 6.576 | 0.095,-0.168 | 6.543 | 0.029,11.247,30.911,2017-02-15 11:30:39,13,314
0.090,-0.011 | 6.653 | 0.104,0.095 | 6.489 | 0.260,-0.168 | 6.352 | 0.128,0.248 | 6.583 | 0.112,-0.179 | 6.551 | 0.007,17.878,31.732,2017-02-15 11:30:40,14,314
0.090,-0.009 | 6.652 | 0.103,0.090 | 6.483 | 0.258,-0.148 | 6.328 | 0.055,0.247 | 6.582 | 0.116,-0.181 | 6.553 | 0.004,20.483,29.934,2017-02-15 11:30:40,14,314
